test/para/para3.nl,1.461952,3,"1,2,3,4"
test/para/para2.nl,0.456434,2,"1,2,3"
test/skinny/d1/skinny_sbox8_CMS1.nl,0.918399,1,"8,16"
test/skinny/d1/skinny_sbox8_TI1.nl,181.960950,1,"37,197"
test/dom/domSNI3.nl,4.124164,3,"1,2,3,4"
test/dom/domSNI2.nl,0.243477,2,"1,2,3"
test/dom/dom2.nl,0.203433,2,"1,2,3"
test/dom/domSNI1.nl,0.025071,1,"1,2"
test/dom/dom3.nl,4.007266,3,"1,2,3,4"
test/dom/dom-dep2.nl,0.114048,1,"28,56"
test/dom/dom1.nl,0.055245,1,"1,2"
test/hpc/hpc2_2.nl,0.111566,2,"1,2,3"
test/hpc/hpc1_2.nl,0.169883,2,"1,2,3"
test/hpc/hpc1_1.nl,0.027075,1,"1,2"
test/hpc/hpc2_1.nl,0.040270,1,"1,2"
